ztop,Age,Deuterium,dT
2671.9,380571.31,-421.3,-5.28
2672.45,380846.11,-419.7,-5.02
2673,381118.27,-419.1,-4.92
2673.55,381379.65,-416.1,-4.42
2674.1,381644.47,-417.2,-4.6
2674.65,381911.84,-412.1,-3.76
2675.2,382177.64,-416.7,-4.52
2675.75,382468.27,-420.6,-5.15
2676.3,382753.56,-421.2,-5.24
2676.85,383035.68,-420.3,-5.09
2677.4,383341.56,-425.7,-5.97
2677.95,383644.56,-425.2,-5.87
2678.5,383955.52,-426.4,-6.06
2679.05,384255.75,-423.9,-5.63
2679.6,384549.45,-422.4,-5.37
2680.15,384838.51,-421.3,-5.18
2680.7,385107.3,-416.4,-4.36
2681.25,385389.15,-419.6,-4.88
2681.8,385673.24,-420,-4.93
2682.35,385942.93,-416.3,-4.31
2682.9,386207.03,-416.4,-4.32
2683.45,386469.1,-410.2,-3.29
2684,386716.31,-406.5,-2.67
2684.55,386976.83,-413.9,-3.88
2685.1,387252.77,-418.09,-4.56
2685.65,387537.07,-419.3,-4.74
2686.2,387839.31,-423.1,-5.35
2686.75,388143.73,-423.4,-5.37
2687.3,388467.02,-427.3,-5.99
2687.85,388788.17,-426.7,-5.86
2688.4,389137.32,-432,-6.7
2688.95,389480.58,-430.9,-6.48
2689.5,389804.9,-427,-5.8
2690.05,390135.14,-428.3,-5.98
2690.6,390447.83,-424.7,-5.35
2691.15,390742.96,-420.8,-4.68
2691.7,391040.25,-421.3,-4.73
2692.25,391345.18,-422.9,-4.96
2692.8,391644,-421.5,-4.7
2693.35,391942.38,-421.4,-4.65
2693.9,392231.36,-419.3,-4.26
2694.45,392514.85,-418.1,-4.03
2695,392790.3,-416.1,-3.67
2695.55,393057.46,-414.2,-3.33
2696.1,393324.65,-414.3,-3.32
2696.65,393580.21,-411.2,-2.78
2697.2,393831.96,-410.3,-2.61
2697.75,394079.04,-409,-2.37
2698.3,394327.66,-409.5,-2.43
2698.85,394568.05,-407,-2
2699.4,394814.91,-409,-2.3
2699.95,395057.48,-407.9,-2.1
2700.5,395280.87,-402.1,-1.12
2701.05,395501.45,-401.3,-0.98
2701.6,395737.09,-405.9,-1.71
2702.15,395965.24,-403.6,-1.31
2702.7,396192.07,-403.2,-1.23
2703.25,396413.47,-401.6,-0.95
2703.8,396634.67,-401.6,-0.93
2704.35,396845.89,-398.5,-0.4
2704.9,397058.05,-398.9,-0.45
2705.45,397267.19,-397.8,-0.25
2706,397476.55,-398.1,-0.28
2706.55,397676.55,-394.7,0.29
2707.1,397885.06,-397.8,-0.2
2707.65,398095,-398,-0.22
2708.2,398319,-402.5,-0.94
2708.75,398537,-400.4,-0.57
2709.3,398735,-394.2,0.47
2709.85,398935,-395,0.36
2710.4,399131,-393.4,0.64
2710.95,399340,-397.8,-0.07
2711.5,399543,-395.6,0.31
2712.05,399746,-395.2,0.39
2712.6,399946,-394.6,0.51
2713.15,400143,-393.5,0.7
2713.7,400332,-390.8,1.16
2714.25,400514,-388.2,1.6
2714.8,400704,-391,1.15
2715.35,400901,-393,0.83
2715.9,401094,-392.2,0.98
2716.45,401276,-387.4,1.78
2717,401460,-388.4,1.62
2717.55,401644,-388.4,1.63
2718.1,401830,-388.8,1.57
2718.65,402015,-388.8,1.58
2719.2,402192,-385.2,2.18
2719.75,402380,-389.4,1.49
2720.3,402563,-387.6,1.79
2720.85,402741,-385.5,2.14
2721.4,402917,-385.1,2.2
2721.95,403088,-382.6,2.62
2722.5,403267,-385.6,2.12
2723.05,403444,-384.7,2.27
2723.6,403624,-386.3,2.01
2724.15,403803,-385.1,2.2
2724.7,403984,-386.9,1.9
2725.25,404171,-388.5,1.64
2725.8,404348,-383.8,2.41
2726.35,404529,-385.7,2.1
2726.9,404714,-387,1.88
2727.45,404900,-387.6,1.78
2728,405080,-384.9,2.22
2728.55,405264,-388.9,1.56
2729.1,405441,-383.7,2.41
2729.65,405617,-383.2,2.49
2730.2,405790,-382.2,2.65
2730.75,405962,-381.8,2.71
2731.3,406142,-384.7,2.22
2731.85,406330,-387.3,1.79
2732.4,406508,-383.3,2.44
2732.95,406690,-384.3,2.27
2733.5,406860,-378.9,3.15
2734.05,407031,-380.4,2.9
2734.6,407215,-384.6,2.19
2735.15,407384,-380.3,2.9
2735.7,407567,-385.3,2.06
2736.25,407746,-382.9,2.45
2736.8,407922,-381.5,2.67
2737.35,408105,-384.5,2.17
2737.9,408292,-385.5,1.99
2738.45,408483,-386.81,1.77
2739,408669,-386.37,1.83
2739.55,408849,-384.72,2.09
2740.1,409028,-383.94,2.21
2740.65,409217,-386.79,1.73
2741.2,409402,-384.3,2.13
2741.75,409588,-386.22,1.8
2742.3,409781,-386.62,1.73
2742.85,409980,-387.52,1.57
2743.4,410174,-387.36,1.58
2743.95,410374,-386.48,1.72
2744.5,410577,-387.93,1.47
2745.05,410778,-386.35,1.72
2745.6,410986,-387.8,1.47
2746.15,411194,-388.4,1.37
2746.7,411402,-386.7,1.64
2747.25,411605,-390.8,0.95
2747.8,411817,-392.11,0.72
2748.35,412046,-393.78,0.44
2748.9,412277,-393.39,0.49
2749.45,412507,-393.72,0.43
2750,412739,-395.76,0.08
2750.55,412977,-392.22,0.66
2751.1,413198,-393.26,0.48
2751.65,413432,-394.69,0.23
2752.2,413669,-391.94,0.68
2752.75,413902,-392.5,0.57
2753.3,414139,-396.4,-0.08
2753.85,414392,-394.3,0.26
2754.4,414639,-393.2,0.43
2754.95,414882,-394.7,0.17
2755.5,415132,-394.9,0.12
2756.05,415384,-391.9,0.61
2756.6,415626,-393.6,0.31
2757.15,415875,-393.5,0.31
2757.7,416125,-394.7,0.1
2758.25,416380,-391.4,0.63
2758.8,416624,-393.1,0.33
2759.35,416874,-390.9,0.67
2759.9,417118,-389.8,0.83
2760.45,417358,-392.4,0.38
2761,417608,-392.6,0.32
2761.55,417860,-390.7,0.61
2762.1,418106,-393.8,0.08
2762.65,418364,-394.1,0.01
2763.2,418624,-395.7,-0.28
2763.75,418889,-395.8,-0.32
2764.3,419133,-395.2,-0.24
2764.85,419398,-395.7,-0.35
2765.4,419666,-394,-0.09
2765.95,419929,-397.1,-0.62
2766.5,420203,-396.1,-0.48
2767.05,420474,-394.8,-0.29
2767.6,420741,-396.5,-0.59
2768.15,421013,-397.3,-0.75
2768.7,421290,-400.9,-1.37
2769.25,421582,-401.1,-1.43
2769.8,421871,-402.7,-1.72
2770.35,422171,-403.4,-1.87
2770.9,422475,-401.3,-1.55
2771.45,422768,-400.9,-1.51
2772,423056,-405,-2.21
2772.55,423359,-407.1,-2.59
2773.1,423669,-404,-2.1
2773.65,423963,-405.3,-2.34
2774.2,424263,-398.8,-1.29
2774.75,424536,-392.3,-0.24
2775.3,424784,-390.1,0.09
2775.85,425027,-392.2,-0.29
2776.4,425277,-396.2,-0.99
2776.95,425537,-401.5,-1.9
2777.5,425813,-401,-1.85
2778.05,426090,-402.5,-2.13
2778.6,426390,-405.6,-2.67
2779.15,426715,-403.1,-2.29
2779.7,427020,-406.8,-2.93
2780.25,427343,-412.8,-3.95
2780.8,427684,-417.2,-4.7
2781.35,428065,-416.6,-4.63
2781.9,428444,-423.7,-5.83
2782.45,428868,-424.9,-6.05
2783,429259,-428.1,-6.61
2783.55,429718,-429,-6.79
2784.1,430187,-433.6,-7.58
2784.65,430693,-436.6,-8.1
2785.2,431226,-437,-8.19
2785.75,431767,-436.9,-8.19
2786.3,432326,-436.8,-8.19
2786.85,432870,-437.8,-8.39
2787.4,433425,-436,-8.12
2787.95,433969,-438.56,-8.58
2788.5,434472,-435.9,-8.17
2789.05,435023,-437.7,-8.49
2789.6,435592,-434.8,-8.03
2790.15,436141,-440,-8.91
2790.7,436726,-444.32,-9.63
2791.25,437267,-441.88,-9.25
2791.8,437827,-443.84,-9.6
2792.35,438423,-438.86,-8.8
2792.9,439039,-441.19,-9.19
2793.45,439625,-440.92,-9.15
2794,440206,-440.18,-9.04
2794.55,440798,-440.33,-9.07
2795.1,441388,-438.26,-8.73
2795.65,441954,-435.82,-8.33
2796.2,442535,-436.33,-8.42
2796.75,443120,-433.24,-7.91
2797.3,443682,-428.61,-7.15
2797.85,444216,-432.4,-7.77
2798.4,444785,-430.4,-7.45
2798.95,445342,-430.4,-7.45
2799.5,445900,-431.6,-7.65
2800.05,446471,-430.6,-7.48
2800.6,447034,-422.5,-6.15
2801.15,447536,-423.5,-6.32
2801.7,448047,-424.9,-6.56
2802.25,448573,-431.1,-7.58
2802.8,449151,-429.3,-7.28
2803.35,449719,-429.2,-7.26
2803.9,450288,-431.6,-7.65
2804.45,450881,-433.3,-7.92
2805,451492,-425.9,-6.7
2805.55,452042,-428.2,-7.07
2806.1,452613,-433.2,-7.89
2806.65,453229,-429.3,-7.24
2807.2,453816,-423.9,-6.34
2807.75,454400,-426.8,-6.81
2808.3,454969,-428,-7.01
2808.85,455550,-430.3,-7.39
2809.4,456156,-435.3,-8.21
2809.95,456813,-439.7,-8.92
2810.5,457519,-438.4,-8.7
2811.05,458216,-439.3,-8.83
2811.6,458942,-439.2,-8.8
2812.15,459652,-437.3,-8.47
2812.7,460344,-436.6,-8.34
2813.25,461031,-436.1,-8.24
2813.8,461713,-431.4,-7.45
2814.35,462350,-429.6,-7.15
2814.9,462970,-432.6,-7.63
2815.45,463620,-432.8,-7.65
2816,464257,-435.5,-8.08
2816.55,464951,-437.8,-8.44
2817.1,465657,-438.3,-8.5
2817.65,466367,-436.5,-8.17
2818.2,467058,-435.8,-8.03
2818.75,467740,-439.7,-8.64
2819.3,468461,-433.5,-7.58
2819.85,469115,-426.9,-6.47
2820.4,469706,-431.8,-7.26
2820.95,470337,-426.1,-6.3
2821.5,470916,-419.4,-5.18
2822.05,471435,-417.3,-4.83
2822.6,471934,-412.3,-4
2823.15,472392,-416.1,-4.62
2823.7,472880,-421.5,-5.5
2824.25,473409,-425.7,-6.17
2824.8,473970,-430.9,-7.01
2825.35,474576,-430.3,-6.89
2825.9,475160,-423.5,-5.75
2826.45,475696,-419.6,-5.09
2827,476200,-416.7,-4.61
2827.55,476679,-414.2,-4.19
2828.1,477138,-412.8,-3.95
2828.65,477586,-417,-4.64
2829.2,478062,-420.4,-5.19
2829.75,478562,-425.3,-5.98
2830.3,479099,-423.9,-5.73
2830.85,479623,-420.5,-5.15
2831.4,480119,-419.4,-4.95
2831.95,480605,-418.3,-4.76
2832.5,481081,-419.5,-4.94
2833.05,481571,-417.1,-4.53
2833.6,482035,-416,-4.34
2834.15,482489,-413.8,-3.97
2834.7,482928,-415,-4.15
2835.25,483371,-412.5,-3.74
2835.8,483798,-412.7,-3.76
2836.35,484225,-410.3,-3.36
2836.9,484635,-411.4,-3.54
2837.45,485051,-410.8,-3.44
2838,485462,-410.5,-3.39
2838.55,485870,-410.7,-3.42
2839.1,486279,-409.5,-3.22
2839.65,486679,-406.7,-2.76
2840.2,487062,-406.6,-2.75
2840.75,487444,-405.4,-2.56
2841.3,487817,-404.4,-2.4
2841.85,488185,-405.4,-2.57
2842.4,488555,-398,-1.36
2842.95,488889,-404.9,-2.51
2843.5,489256,-404.1,-2.39
2844.05,489620,-403.2,-2.25
2844.6,489978,-403.5,-2.31
2845.15,490338,-404.2,-2.44
2845.7,490701,-406.4,-2.81
2846.25,491076,-407.7,-3.03
2846.8,491456,-409,-3.25
2847.35,491845,-409,-3.25
2847.9,492234,-410,-3.42
2848.45,492628,-410,-3.42
2849,493022,-410.43,-3.5
2849.55,493416,-408.8,-3.23
2850.1,493802,-413,-3.93
2850.65,494208,-411.89,-3.75
2851.2,494600,-412,-3.78
2851.75,495001,-412,-3.78
2852.3,495401,-412,-3.79
2852.85,495800,-410.7,-3.58
2853.4,496190,-411.7,-3.74
2853.95,496584,-411.9,-3.78
2854.5,496978,-413,-3.97
2855.05,497376,-411.1,-3.66
2855.6,497762,-413,-3.97
2856.15,498157,-412.1,-3.83
2856.7,498545,-412.7,-3.93
2857.25,498934,-411.7,-3.77
2857.8,499316,-411.3,-3.72
2858.35,499694,-414.8,-4.3
2858.9,500090,-414.5,-4.25
2859.45,500482,-414.9,-4.31
2860,500875,-415.5,-4.41
2860.55,501269,-415.7,-4.45
2861.1,501663,-417.9,-4.81
2861.65,502067,-414,-4.16
2862.2,502446,-415.6,-4.43
2862.75,502832,-415.7,-4.45
2863.3,503217,-415.2,-4.37
2863.85,503596,-414.2,-4.21
2864.4,503968,-415.7,-4.46
2864.95,504346,-412.9,-4
2865.5,504708,-415.3,-4.4
2866.05,505080,-419.2,-5.04
2866.6,505474,-420.9,-5.32
2867.15,505875,-420.3,-5.21
2867.7,506271,-418.5,-4.91
2868.25,506654,-417.2,-4.7
2868.8,507027,-416.8,-4.63
2869.35,507396,-416.1,-4.52
2869.9,507758,-416.3,-4.55
2870.45,508120,-418.4,-4.9
2871,508493,-425.1,-6
2871.55,508902,-424.8,-5.94
2872.1,509308,-423.6,-5.73
2872.65,509704,-424,-5.78
2873.2,510100,-422.7,-5.55
2873.75,510487,-423.5,-5.67
2874.3,510876,-424.1,-5.76
2874.85,511267,-424.6,-5.83
2875.4,511658,-424.9,-5.86
2875.95,512049,-423.6,-5.63
2876.5,512432,-423.1,-5.53
2877.05,512809,-423,-5.49
2877.6,513185,-423.9,-5.62
2878.15,513563,-422.6,-5.38
2878.7,513933,-419,-4.77
2879.25,514282,-419.6,-4.84
2879.8,514633,-420.7,-5
2880.35,514989,-420.7,-4.98
2880.9,515343,-417.7,-4.46
2881.45,515681,-415.5,-4.08
2882,516006,-415.2,-4.01
2882.55,516329,-418.1,-4.48
2883.1,516666,-417.2,-4.31
2883.65,516998,-417.1,-4.28
2884.2,517329,-412.5,-3.51
2884.75,517637,-415.6,-4.01
2885.3,517960,-412.3,-3.46
2885.85,518267,-413.1,-3.59
2886.4,518578,-412.4,-3.47
2886.95,518885,-412.3,-3.45
2887.5,519193,-411,-3.23
2888.05,519495,-412.5,-3.48
2888.6,519804,-412.1,-3.41
2889.15,520111,-414.1,-3.75
2889.7,520416,-412.3,-3.45
2890.25,520726,-410.3,-3.12
2890.8,521027,-415.2,-3.94
2891.35,521353,-411.9,-3.4
2891.9,521664,-412.3,-3.47
2892.45,521978,-411.8,-3.4
2893,522290,-412.8,-3.58
2893.55,522610,-420.4,-4.84
2894.1,522969,-418.6,-4.55
2894.65,523321,-418.9,-4.61
2895.2,523675,-417,-4.3
2895.75,524022,-418.2,-4.51
2896.3,524375,-416.8,-4.29
2896.85,524728,-420.09,-4.84
2897.4,525099,-417.1,-4.35
2897.95,525452,-418.73,-4.64
2898.5,525808,-420.4,-4.93
2899.05,526184,-419.9,-4.86
2899.6,526559,-419.6,-4.82
2900.15,526935,-417.1,-4.42
2900.7,527299,-419.85,-4.9
2901.25,527683,-417.8,-4.58
2901.8,528056,-416,-4.31
2902.35,528422,-414.8,-4.14
2902.9,528783,-416.5,-4.44
2903.45,529157,-416.7,-4.5
2904,529534,-420.7,-5.18
2904.55,529939,-422.1,-5.43
2905.1,530357,-425.9,-6.07
2905.65,530804,-430,-6.75
2906.2,531284,-433.5,-7.33
2906.75,531795,-432.2,-7.12
2907.3,532302,-435.8,-7.71
2907.85,532841,-434.4,-7.48
2908.4,533375,-435.8,-7.71
2908.95,533926,-433,-7.24
2909.5,534459,-432.7,-7.2
2910.05,534994,-429.3,-6.64
2910.6,535508,-431.4,-6.99
2911.15,536044,-430,-6.76
2911.7,536575,-430.3,-6.82
2912.25,537113,-429.9,-6.76
2912.8,537652,-428.12,-6.47
2913.35,538194,-434.5,-7.53
2913.9,538784,-435.9,-7.77
2914.45,539391,-434.6,-7.56
2915,539991,-434,-7.46
2915.55,540589,-434.45,-7.55
2916.1,541188,-433.7,-7.43
2916.65,541788,-432.7,-7.28
2917.2,542381,-431.6,-7.1
2917.75,542964,-432.4,-7.24
2918.3,543554,-433,-7.35
2918.85,544149,-434.8,-7.64
2919.4,544758,-437.8,-8.13
2919.95,545367,-437.8,-8.12
2920.5,545985,-438,-8.14
2921.05,546604,-436.7,-7.91
2921.6,547202,-432.3,-7.17
2922.15,547746,-430.3,-6.82
2922.7,548280,-432.5,-7.17
2923.25,548818,-432.8,-7.2
2923.8,549348,-430.5,-6.81
2924.35,549855,-426.6,-6.14
2924.9,550322,-421.9,-5.35
2925.45,550761,-423.4,-5.58
2926,551208,-427.7,-6.28
2926.55,551673,-429,-6.48
2927.1,552129,-431.9,-6.94
2927.65,552607,-428.1,-6.29
2928.2,553047,-427.8,-6.23
2928.75,553481,-423,-5.42
2929.3,553874,-420.9,-5.07
2929.85,554250,-418.6,-4.68
2930.4,554604,-417.6,-4.52
2930.95,554948,-414.7,-4.04
2931.5,555265,-410.5,-3.35
2932.05,555563,-408.9,-3.09
2932.6,555844,-409.8,-3.25
2933.15,556126,-418.3,-4.67
2933.7,556411,-415.5,-4.21
2934.25,556719,-416.7,-4.41
2934.8,557013,-420.7,-5.07
2935.35,557308,-420,-4.95
2935.9,557616,-422.7,-5.38
2936.45,557911,-423.4,-5.49
2937,558214,-424.5,-5.66
2937.55,558514,-427.5,-6.15
2938.1,558823,-431.9,-6.86
2938.65,559133,-431.5,-6.77
2939.2,559461,-429.9,-6.48
2939.75,559778,-425.7,-5.75
2940.3,560077,-424.2,-5.48
2940.85,560352,-424,-5.43
2941.4,560625,-422.8,-5.21
2941.95,560890,-421.6,-5
2942.5,561149,-419.6,-4.65
2943.05,561404,-418.8,-4.49
2943.6,561649,-419.8,-4.64
2944.15,561889,-416.4,-4.07
2944.7,562130,-416.1,-4
2945.25,562357,-414.4,-3.7
2945.8,562582,-414.2,-3.66
2946.35,562799,-412.7,-3.4
2946.9,563015,-412.4,-3.33
2947.45,563225,-410.8,-3.06
2948,563433,-411.8,-3.22
2948.55,563636,-409.4,-2.81
2949.1,563841,-409.8,-2.87
2949.65,564039,-408.1,-2.59
2950.2,564238,-407.49,-2.49
2950.75,564432,-405.8,-2.21
2951.3,564627,-408.05,-2.58
2951.85,564815,-404.8,-2.05
2952.4,564994,-404.9,-2.07
2952.95,565179,-405.7,-2.21
2953.5,565365,-406,-2.27
2954.05,565554,-404.8,-2.08
2954.6,565745,-402,-1.63
2955.15,565933,-403.1,-1.82
2955.7,566114,-403.1,-1.84
2956.25,566298,-403.3,-1.89
2956.8,566484,-402.7,-1.8
2957.35,566671,-404,-2.02
2957.9,566857,-400.4,-1.44
2958.45,567047,-403,-1.87
2959,567231,-400.2,-1.42
2959.55,567420,-399,-1.22
2960.1,567602,-401.7,-1.68
2960.65,567781,-403.2,-1.93
2961.2,567969,-400.2,-1.44
2961.75,568161,-400.8,-1.54
2962.3,568346,-399.8,-1.38
2962.85,568532,-401.1,-1.59
2963.4,568716,-400.6,-1.51
2963.95,568905,-402.2,-1.77
2964.5,569093,-400.5,-1.49
2965.05,569285,-398.1,-1.09
2965.6,569474,-400.4,-1.47
2966.15,569656,-400.1,-1.42
2966.7,569845,-401.4,-1.64
2967.25,570034,-400.5,-1.48
2967.8,570228,-400.6,-1.5
2968.35,570419,-401.3,-1.61
2968.9,570612,-400.5,-1.48
2969.45,570807,-400.1,-1.42
2970,571001,-400.5,-1.49
2970.55,571194,-400.2,-1.45
2971.1,571390,-399.8,-1.38
2971.65,571585,-400.2,-1.44
2972.2,571780,-401.8,-1.69
2972.75,571977,-400.8,-1.51
2973.3,572178,-402.6,-1.79
2973.85,572378,-403.1,-1.86
2974.4,572583,-400.6,-1.43
2974.95,572790,-401.3,-1.53
2975.5,572991,-400.1,-1.32
2976.05,573193,-405.2,-2.15
2976.6,573392,-402.1,-1.63
2977.15,573608,-400.6,-1.35
2977.7,573814,-400.4,-1.29
2978.25,574016,-403.4,-1.76
2978.8,574217,-400.9,-1.31
2979.35,574428,-401.8,-1.41
2979.9,574631,-400.9,-1.23
2980.45,574837,-401.1,-1.22
2981,575040,-402.2,-1.37
2981.55,575244,-400,-0.99
2982.1,575452,-400.9,-1.14
2982.65,575654,-402.4,-1.42
2983.2,575861,-403.2,-1.62
2983.75,576076,-403.2,-1.73
2984.3,576297,-402.4,-1.73
2984.85,576523,-404.4,-2.11
2985.4,576749,-403.4,-1.95
2985.95,576981,-402.8,-1.83
2986.5,577214,-403,-1.87
2987.05,577447,-405.4,-2.27
2987.6,577684,-403.4,-1.95
2988.15,577932,-402.6,-1.83
2988.7,578166,-401.8,-1.71
2989.25,578402,-399.6,-1.36
2989.8,578645,-396.8,-0.92
2990.35,578883,-397.7,-1.08
2990.9,579114,-397.7,-1.1
2991.45,579352,-397.3,-1.06
2992,579592,-397.8,-1.16
2992.55,579836,-397.1,-1.07
2993.1,580084,-399.3,-1.46
2993.65,580335,-404.3,-2.31
2994.2,580598,-408.6,-3.04
2994.75,580878,-407.1,-2.81
2995.3,581193,-410.9,-3.45
2995.85,581507,-414.8,-4.1
2996.4,581846,-415.5,-4.23
2996.95,582213,-419,-4.81
2997.5,582592,-424.5,-5.72
2998.05,582999,-428.1,-6.31
2998.6,583449,-432.5,-7.03
2999.15,583928,-431.7,-6.89
2999.7,584446,-425.8,-5.9
3000.25,584984,-425,-5.75
3000.8,585485,-427.2,-6.1
3001.35,585990,-423.5,-5.49
3001.9,586521,-429.8,-6.52
3002.45,587034,-431.1,-6.73
3003,587620,-427.5,-6.11
3003.55,588205,-422,-5.18
3004.1,588778,-418.7,-4.62
3004.65,589314,-415.32,-4.05
3005.2,589830,-411.9,-3.48
3005.75,590337,-411.9,-3.47
3006.3,590816,-421.1,-4.99
3006.85,591301,-426.7,-5.92
3007.4,591862,-425.37,-5.68
3007.95,592474,-423.2,-5.3
3008.5,593083,-422,-5.09
3009.05,593666,-419.3,-4.63
3009.6,594256,-417.5,-4.32
3010.15,594821,-414.9,-3.89
3010.7,595401,-418.2,-4.42
3011.25,595959,-424.4,-5.44
3011.8,596546,-429.8,-6.31
3012.35,597190,-432.3,-6.7
3012.9,597892,-430.8,-6.42
3013.45,598667,-425.8,-5.54
3014,599400,-424.89,-5.35
3014.55,600096,-422.9,-4.99
3015.1,600791,-424.2,-5.18
3015.65,601487,-418.6,-4.23
3016.2,602124,-419.3,-4.33
3016.75,602788,-418.6,-4.19
3017.3,603474,-418.9,-4.22
3017.85,604150,-417.2,-3.92
3018.4,604834,-414.8,-3.51
3018.95,605507,-414.6,-3.47
3019.5,606161,-413.1,-3.21
3020.05,606819,-411.51,-2.94
3020.6,607474,-407.9,-2.35
3021.15,608079,-405.8,-2.01
3021.7,608674,-404.1,-1.74
3022.25,609269,-401.7,-1.37
3022.8,609854,-399.9,-1.09
3023.35,610425,-400.74,-1.26
3023.9,610985,-401.75,-1.47
3024.45,611541,-401.29,-1.43
3025,612130,-401.25,-1.46
3025.55,612717,-398.44,-1.04
3026.1,613310,-400.05,-1.35
3026.65,613878,-397.9,-1.04
3027.2,614466,-399.2,-1.3
3027.75,615060,-396.9,-0.97
3028.3,615672,-398.5,-1.28
3028.85,616273,-399.3,-1.46
3029.4,616895,-401.9,-1.94
3029.95,617533,-403.7,-2.28
3030.5,618205,-400.4,-1.79
3031.05,618904,-403.14,-2.29
3031.6,619576,-403.37,-2.38
3032.15,620278,-400.5,-1.96
3032.7,620950,-400.1,-1.95
3033.25,621644,-403.69,-2.59
3033.8,622342,-402.9,-2.52
3034.35,623054,-404.5,-2.84
3034.9,623796,-402.9,-2.63
3035.45,624562,-402.9,-2.69
3036,625316,-399.6,-2.2
3036.55,626073,-405.3,-3.19
3037.1,626800,-412.5,-4.42
3037.65,627597,-419,-5.54
3038.2,628490,-428.7,-7.17
3038.75,629486,-435.8,-8.37
3039.3,630645,-437.8,-8.72
3039.85,631964,-438.3,-8.8
3040.4,633312,-434.9,-8.24
3040.95,634676,-439,-8.9
3041.5,635956,-439.2,-8.92
3042.05,637310,-436.1,-8.39
3042.6,638664,-438,-8.68
3043.15,639948,-439.1,-8.84
3043.7,641262,-439.3,-8.86
3044.25,642589,-435.5,-8.21
3044.8,643907,-432.7,-7.73
3045.35,645119,-432.5,-7.68
3045.9,646222,-432.7,-7.71
3046.45,647328,-433.4,-7.82
3047,648431,-431.2,-7.46
3047.55,649522,-428.9,-7.07
3048.1,650556,-431.3,-7.47
3048.65,651553,-430.2,-7.29
3049.2,652589,-432.9,-7.72
3049.75,653588,-434.2,-7.92
3050.3,654607,-432.2,-7.58
3050.85,655611,-427.9,-6.87
3051.4,656550,-426.9,-6.71
3051.95,657420,-430.93,-7.38
3052.5,658255,-431.7,-7.52
3053.05,659093,-436.7,-8.36
3053.6,659970,-434.6,-8.02
3054.15,660865,-438.4,-8.64
3054.7,661743,-436.3,-8.3
3055.25,662653,-434.54,-8
3055.8,663513,-433.5,-7.82
3056.35,664289,-437.1,-8.42
3056.9,665075,-440.3,-8.94
3057.45,665887,-441,-9.05
3058,666722,-441,-9.03
3058.55,667546,-440.7,-8.95
3059.1,668348,-440.5,-8.89
3059.65,669129,-437.1,-8.31
3060.2,669852,-430.74,-7.24
3060.75,670509,-430.97,-7.28
3061.3,671102,-433,-7.62
3061.85,671706,-436.25,-8.16
3062.4,672290,-436.81,-8.25
3062.95,672908,-435.22,-7.99
3063.5,673520,-433.41,-7.68
3064.05,674132,-432.45,-7.51
3064.6,674722,-429.74,-7.05
3065.15,675293,-426.77,-6.54
3065.7,675849,-423.21,-5.94
3066.25,676364,-423.08,-5.89
3066.8,676871,-428.19,-6.71
3067.35,677330,-432.11,-7.34
3067.9,677788,-429.5,-6.9
3068.45,678267,-422,-5.65
3069,678780,-416.2,-4.67
3069.55,679269,-419.2,-5.15
3070.1,679721,-424.1,-5.95
3070.65,680122,-427.2,-6.46
3071.2,680542,-430.7,-7.02
3071.75,680987,-432.7,-7.34
3072.3,681449,-430.5,-6.95
3072.85,681935,-425.09,-6.02
3073.4,682433,-422.6,-5.58
3073.95,682912,-420.5,-5.2
3074.5,683371,-421.5,-5.34
3075.05,683792,-422.3,-5.46
3075.6,684198,-421,-5.23
3076.15,684610,-418.7,-4.83
3076.7,685025,-417.9,-4.68
3077.25,685431,-417.7,-4.62
3077.8,685823,-417.76,-4.61
3078.35,686211,-416.7,-4.41
3078.9,686589,-414.8,-4.07
3079.45,686965,-414.3,-3.97
3080,687342,-413.05,-3.73
3080.55,687708,-411.8,-3.5
3081.1,688070,-411.6,-3.44
3081.65,688435,-411.3,-3.36
3082.2,688786,-412.3,-3.5
3082.75,689136,-413.7,-3.7
3083.3,689486,-411.7,-3.35
3083.85,689836,-410.6,-3.14
3084.4,690193,-410.2,-3.05
3084.95,690540,-410.4,-3.05
3085.5,690880,-407.7,-2.59
3086.05,691219,-407.4,-2.51
3086.6,691562,-409,-2.75
3087.15,691888,-408.8,-2.7
3087.7,692210,-407.7,-2.5
3088.25,692539,-407.2,-2.39
3088.8,692871,-405.2,-2.04
3089.35,693188,-402.6,-1.6
3089.9,693514,-402.4,-1.55
3090.45,693830,-404.4,-1.86
3091,694129,-404.2,-1.82
3091.55,694439,-405.9,-2.08
3092.1,694761,-405.5,-2
3092.65,695072,-405.2,-1.94
3093.2,695392,-404.6,-1.83
3093.75,695713,-405.2,-1.92
3094.3,696030,-404.3,-1.77
3094.85,696351,-404.8,-1.85
3095.4,696673,-406.1,-2.07
3095.95,696992,-404.8,-1.86
3096.5,697310,-403.7,-1.69
3097.05,697637,-405.2,-1.94
3097.6,697970,-404.8,-1.88
3098.15,698299,-404.5,-1.84
3098.7,698634,-404.9,-1.92
3099.25,698974,-406.9,-2.26
3099.8,699317,-408.6,-2.55
3100.35,699665,-408.2,-2.49
3100.9,700027,-409.7,-2.75
3101.45,700404,-407.8,-2.45
3102,700784,-406.9,-2.31
3102.55,701177,-405.9,-2.16
3103.1,701564,-403.4,-1.77
3103.65,701952,-404.8,-2.02
3104.2,702339,-406.9,-2.4
3104.75,702719,-407.3,-2.49
